Group	nextDayCFU	invsimpson	simpsoneven	shannoneven	shannon	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00011	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00023	Otu00024	Otu00025	Otu00026	Otu00027	Otu00028	Otu00029	Otu00030	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00037	Otu00038	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00046	Otu00047	Otu00048	Otu00049	Otu00050	Otu00051	Otu00052	Otu00053	Otu00054	Otu00055	Otu00056	Otu00057	Otu00058	Otu00059	Otu00060	Otu00061	Otu00062	Otu00063	Otu00064	Otu00065	Otu00066	Otu00067	Otu00068	Otu00069	Otu00070	Otu00071	Otu00072	Otu00073	Otu00074	Otu00075	Otu00076	Otu00077	Otu00078	Otu00079	Otu00080	Otu00081	Otu00082	Otu00083	Otu00084	Otu00085	Otu00086	Otu00087	Otu00088	Otu00089	Otu00090	Otu00091	Otu00092	Otu00093	Otu00094	Otu00095	Otu00096	Otu00097	Otu00098	Otu00099	Otu00100	Otu00101	Otu00102	Otu00103	Otu00104	Otu00106	Otu00107	Otu00108	Otu00109	Otu00110	Otu00112	Otu00113	Otu00115	Otu00116	Otu00117	Otu00119	Otu00120	Otu00122	Otu00123	Otu00124	Otu00125	Otu00126	Otu00127	Otu00128	Otu00129	Otu00130	Otu00132	Otu00133	Otu00134	Otu00135	Otu00138	Otu00139	Otu00140	Otu00142	Otu00143	Otu00144	Otu00145	Otu00146	Otu00147	Otu00148	Otu00149	Otu00150	Otu00151	Otu00152	Otu00153	Otu00154	Otu00155	Otu00157	Otu00158	Otu00159	Otu00163	Otu00164	Otu00165	Otu00166	Otu00167	Otu00171	Otu00172	Otu00173	Otu00174	Otu00176	Otu00177	Otu00179	Otu00180	Otu00181	Otu00182	Otu00184	Otu00185	Otu00186	Otu00187	Otu00188	Otu00189	Otu00190	Otu00192	Otu00193	Otu00194	Otu00199	Otu00201	Otu00203	Otu00204	Otu00205	Otu00206	Otu00212	Otu00217	Otu00218	Otu00219	Otu00220	Otu00222	Otu00224	Otu00227	Otu00228	Otu00229	Otu00233	Otu00236	Otu00237	Otu00239	Otu00241	Otu00242	Otu00244	Otu00245	Otu00246	Otu00248	Otu00250	Otu00251	Otu00252	Otu00255	Otu00260	Otu00261	Otu00264	Otu00265	Otu00268	Otu00271	Otu00272	Otu00275	Otu00276	Otu00277	Otu00278	Otu00282	Otu00283	Otu00284	Otu00286	Otu00290	Otu00291	Otu00297	Otu00298	Otu00299	Otu00300	Otu00309	Otu00310	Otu00311	Otu00312	Otu00313	Otu00314	Otu00315	Otu00321	Otu00322	Otu00323	Otu00326	Otu00333	Otu00335	Otu00339	Otu00342	Otu00344	Otu00346	Otu00349	Otu00355	Otu00357	Otu00361	Otu00373	Otu00375	Otu00377	Otu00384	Otu00385	Otu00386	Otu00387	Otu00393	Otu00395	Otu00397	Otu00402	Otu00406	Otu00412	Otu00414	Otu00417	Otu00421	Otu00431	Otu00433	Otu00435	Otu00438	Otu00439	Otu00444	Otu00447	Otu00464	Otu00472	Otu00490	Otu00502	Otu00505	Otu00507	Otu00510	Otu00512	Otu00514	Otu00515	Otu00521	Otu00539	Otu00541	Otu00545	Otu00563	Otu00576	Otu00601	Otu00636	Otu00639	Otu00684	Otu00710	Otu00788	Otu00842	Otu01107	Otu01113	Otu01150	Otu01330	Otu02109	Otu03675	rareOTUs
098-1-D-1	0	16.882742	0.201106	0.736904	3.265105	96	54	30	68	126	227	99	38	12	117	0	14	143	13	18	41	38	2	19	84	23	80	19	0	0	3	1	0	7	0	0	2	2	10	1	4	1	4	27	0	0	7	1	0	0	0	0	0	2	4	1	0	0	2	1	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	1	0	4	0	0	10	0	0	0	6	7	0	0	0	0	8	0	0	0	3	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	45	0	0	0	0	0	0	9	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	4	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	17	0	6
098-2-D-1	0	15.932077	0.220038	0.735811	3.151711	78	61	44	48	164	233	102	18	9	88	0	2	136	22	13	40	81	3	27	54	52	125	44	1	0	1	0	0	3	0	0	0	0	15	0	0	0	7	8	0	0	3	1	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	4	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	11	0	0	48	0	8
098-3-D-1	0	13.892546	0.243088	0.734662	2.973057	106	44	71	71	261	193	104	32	0	35	0	2	170	16	8	17	72	1	19	83	62	79	54	0	0	0	0	2	3	1	1	3	1	5	0	0	0	3	41	0	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0
021-1D0	70000	11.15346	0.155842	0.682618	2.915302	79	27	46	155	97	308	230	55	3	10	53	5	196	9	0	49	2	56	32	43	1	1	9	4	1	3	0	0	1	6	0	0	1	14	3	0	0	0	0	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	2	0	1	0	3	11	0	0	5	0	1	0	2	0	1	0	2	0	6	1	0	5	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	7
021-4D0	2700	9.778024	0.143301	0.652912	2.757564	166	35	41	183	107	151	338	75	22	25	8	16	202	20	14	29	2	44	16	21	15	0	1	0	1	0	2	0	7	0	0	0	1	0	0	0	0	0	0	0	0	4	3	2	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	0	0	1	0	0	1	0	1	1	0	0	0	4	0	0	9	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7
024-1D0	34000000	11.856335	0.094395	0.722396	3.491453	6	0	2	17	249	42	23	31	0	69	365	4	19	114	0	0	5	8	31	5	2	5	0	0	18	0	0	0	0	0	0	0	3	0	0	8	0	0	0	14	0	4	0	43	7	1	0	0	6	0	0	0	0	0	12	8	0	2	0	0	9	1	0	0	28	0	0	2	0	30	4	0	0	3	0	0	0	24	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	24	0	9	0	0	7	0	0	0	2	0	1	3	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	2	0	0	0	2	0	0	0	0	0	3	0	0	0	0	22	0	0	0	0	0	0	10	0	0	5	6	0	10	6	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	7	6	4	0	0	17	3	2	0	0	3	0	0	0	0	0	0	127
024-3D0	78000000	14.413003	0.110064	0.779344	3.799161	23	11	13	13	84	24	56	24	1	69	388	9	16	66	0	1	3	11	15	7	2	11	0	0	4	0	0	4	0	2	0	0	1	0	0	0	0	0	0	7	4	2	0	22	18	8	0	0	9	0	6	1	1	0	0	0	0	0	0	0	1	3	0	0	35	0	5	12	0	20	0	0	0	2	0	0	0	39	3	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	10	0	0	5	0	0	14	0	0	0	0	0	0	0	9	0	0	0	1	0	7	8	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	30	0	0	0	0	0	0	24	0	0	8	11	0	3	15	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	25	10	0	0	0	19	8	3	0	0	21	0	0	0	2	0	0	204
050-1-D0	75000000	6.727528	0.112634	0.696303	2.847953	47	0	0	30	134	4	23	4	0	40	586	0	20	3	0	0	8	0	0	23	0	0	0	2	53	0	0	0	0	3	1	0	0	7	0	17	0	14	0	36	1	0	0	18	20	8	0	0	1	0	0	0	0	0	0	0	0	41	0	0	39	0	0	0	104	0	0	9	0	2	22	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	40
050-2-D0	80000000	9.021005	0.177938	0.741914	2.912972	17	0	0	30	99	1	0	0	0	11	469	0	79	5	0	0	8	0	0	0	10	0	0	1	46	0	0	0	0	12	2	0	0	0	0	0	0	0	0	21	1	0	0	94	1	24	0	0	0	0	0	0	0	0	0	0	0	5	0	0	43	2	0	0	85	0	0	38	0	4	0	0	0	4	0	0	0	61	5	0	0	8	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	50	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	16
050-3-D0	35000000	5.930669	0.115659	0.674247	2.655024	5	0	0	1	22	13	1	0	0	18	597	0	3	41	35	0	5	0	0	0	9	2	0	0	125	0	0	0	0	0	0	0	0	0	0	0	34	0	0	116	1	0	0	29	38	29	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	21	0	0	113	0	0	13	0	40	0	0	0	25	0	1	0	61	34	0	0	5	0	0	0	0	9	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
050-4-D0	120000	4.136587	0.075166	0.584232	2.341887	6	0	0	5	87	30	24	0	0	61	787	0	0	7	0	1	8	0	3	0	8	0	0	0	13	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	4	6	0	55	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	19	0	0	127	0	0	0	0	11	0	0	0	0	0	0	0	49	1	0	0	1	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	74
600-3D0	2.29E+08	15.241499	0.342836	0.840413	3.189095	22	0	0	28	43	2	0	90	0	18	310	0	48	24	0	0	29	9	32	0	23	0	0	0	125	0	0	0	0	0	0	17	37	0	0	12	0	0	0	149	0	0	1	57	55	39	18	0	0	0	0	0	0	0	0	0	1	45	0	0	0	24	0	0	91	1	24	20	0	0	0	0	0	37	0	0	0	2	27	0	0	25	0	0	0	0	30	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	27	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
600-4D0	1.17E+08	3.444194	0.072749	0.536647	2.070378	0	2	2	27	4	0	0	1	0	3	209	15	23	863	0	0	1	0	16	0	2	0	0	0	70	0	0	0	0	0	0	5	0	0	9	0	0	0	0	86	0	0	0	7	24	22	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	83	0	0	20	0	0	5	0	0	23	0	0	0	0	8	0	0	7	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
039-3D0	36500000	2.197851	0.263648	0.444765	0.944084	0	0	0	0	1	0	0	0	0	634	56	0	0	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	879	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
040-1D0	116000000	1.310228	0.100384	0.214634	0.553233	0	0	0	0	1	0	0	1	0	1	1441	0	0	86	0	0	1	0	0	0	54	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
040-2D0	121000000	1.812449	0.118017	0.322044	0.881268	1	0	0	2	4	4	2	1	0	2	1115	0	0	376	0	0	0	0	0	0	73	36	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
040-3D0	134000000	1.593302	0.059734	0.237727	0.781473	0	0	0	2	5	3	2	0	0	3	1257	0	0	278	0	0	0	1	0	0	2	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
040-4D0	93000000	1.945134	0.028723	0.307782	1.298417	1	0	0	0	2	0	2	0	0	0	1119	0	1	173	0	1	1	0	1	0	99	93	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	5	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
103-1-D0	18300000	3.099663	0.142297	0.459443	1.417289	0	0	1	0	5	0	1	668	0	4	637	0	0	138	0	0	1	0	1	2	53	66	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
